id, releasetitle, country
8868	Down The 'Gate	UK
8869	Dream Stuffing	UK
8870	Duty Free	UK
8871	East End - West End	UK
8872	Educated Evans	UK
8873	Educating Archie	UK
8874	Educating Marmalade	UK
8875	The Eggheads	UK
8876	Emney Enterprises	UK
8877	End Of Part One	UK
8878	The Fainthearted Feminist	UK
8879	Fancy Wanders	UK
8880	Farrington Of The FO	UK
8881	Father Charlie	UK
8882	Father Matthew's Daughter	UK
8883	Father's Day	UK
8884	Feet First	UK
8885	The Fenn Street Gang	UK
8886	Fiddlers Three	UK
8887	Ffizz	UK
8888	Fire Crackers	UK
8889	First Of The Summer Wine	UK
8890	The Fitz	UK
8891	For The Love Of Ada	UK
8892	Foreign Affairs (1964)	UK
8893	Foreign Bodies	UK
8894	The Fossett Saga	UK
8895	Friends And Neighbours	UK
8896	The Front Line	UK
8897	The Frost Report	UK
8898	Further Adventures Of Lucky Jim (1967)	UK
8899	Further Adventures Of Lucky Jim (1982)	UK
8900	The Fuzz	UK
8901	Jack Of Diamonds	UK
8902	John Browne's Body	UK
8903	Just A Gigolo	UK
8904	Just Jimmy	UK
8905	Just Liz	UK
8906	A Kind Of Living	UK
8907	Kindly Leave The Kerb	UK
8908	The Kit Curran Radio Show	UK
8909	Kids	UK
8910	The Kenny Everett Television Show	UK
8911	North and South (US)	US
8912	Night Calls Live	US
8913	L For Lester	UK
8914	The Labours Of Erica	UK
8915	The Lady Is A Tramp	UK
8916	Lame Ducks	UK
8917	Land Of Hope And Gloria	UK
8918	Langley Bottom	UK
8919	The Larkins	UK
8920	The Last Of The Baskets	UK
8921	The Last Song	UK
8922	Late Expectations	UK
8923	Laura And Disorder	UK
8924	Leave It To Charlie	UK
8925	Legacy Of Murder	UK
8926	Let There Be Love	UK
8927	Les Girls	UK
8928	Life After Birth	UK
8929	The Life Of Riley (UK)	UK
8930	A Life Of Bliss	UK
8931	Life With The Lyons	UK
8932	Life Without George	UK
8933	Little Armadillos	UK
8934	A Little Big Business	UK
8935	The Lonelyhearts Kid	UK
8936	Lollipop Loves Mr Mole	UK
8937	Love And Kisses	UK
8938	The Love Of Mike	UK
8939	Lovely Couple	UK
8940	Lucky Feller	UK
8941	Packet Of Three	UK
8942	Para Handy - Master Mariner	UK
8943	Pardon The Expression!	UK
8944	The Perils Of Pendragon	UK
8945	Pig In The Middle	UK
8946	Pinkerton's Progress	UK
8947	Plaza Patrol	UK
8948	Poor Little Rich Girls (1984)	UK
8949	Porterhouse Blue	UK
8950	Potter	UK
8951	A Present For Dickie	UK
8952	The Prince Of Denmark	UK
8953	Private Schulz	UK
8954	Pull The Other One	UK
8955	FIFA World Cup 2006	DE
8956	The Rag Trade (1961)	UK
8957	The Rag Trade (1977)	UK
8958	The Refuge	UK
8959	Relative Strangers	UK
8960	The Reluctant Romeo	UK
8961	Rep	UK
8962	Rich Tea And Sympathy	UK
8963	Rings On Their Fingers	UK
8964	Roger Doesn't Live Here Anymore	UK
8965	Roll Over Beethoven	UK
8966	Romany Jones	UK
8967	The Ronnie Barker Playhouse	UK
8968	A Roof Over My Head	UK
8969	Room At The Bottom (1986)	UK
8970	Root Into Europe	UK
8971	Roots (UK)	UK
8972	Round And Round	UK
8973	Roy's Raiders	UK
8974	Rude Health	UK
8975	Rule Britannia!	UK
8976	Running Wild (1987)	UK
8977	Rutland Weekend Television	UK
8978	Stairway to Heaven	KR
8979	The Aphrodite Inheritance	UK
8980	Appointment with Adventure	US
8981	Aspel & Company	UK
8982	The Asphalt Jungle	US
8983	Assaulted Nuts	UK
8984	Assignment Foreign Legion	UK
8985	Assignment Underwater	US
8986	At Home with the Eubanks	UK
8987	Motormouse and Autocat	US
8988	Baby Makes Five	US
8989	Bandstand	AU
8990	Bank on the Stars	US
8991	Banyon	US
8992	Barney Boomer	CA
8993	Lil' Kim: Countdown to Lockdown	US
8994	We'll Think of Something	UK
8995	Marc	UK
8996	Well Anyway	UK
8997	West End Tales	UK
8998	What You Lookin' At?	UK
8999	Winning Widows	UK
9000	Wood and Walters	UK
9001	Wyatt's Watchdogs	UK
9002	Valentine Park	UK
9003	Very Big Very Soon	UK
9004	The Very Merry Widow	UK
9005	The Vital Spark	UK
9006	The Whitehall Worrier	UK
9007	The Worker	UK
9008	Wild, Wild Women	UK
9009	Wilderness Road	UK
9010	Wink To Me Only	UK
9011	Grand Ole Opry	US
9012	Playboy's Penthouse	US
9013	Up The Garden Path	UK
9014	Up The Workers	UK
9015	The Upchat Connection	UK
9016	The Upchat Line	UK
9017	The Upper Crusts	UK
9018	Victoria Wood - As Seen On TV	UK
9019	Whack-O!	UK
9021	Scott Free	UK
9022	See You Friday	UK
9023	Selwyn	UK
9024	7 Of One	UK
9025	Sez Les	UK
9026	Sharon And Elsie	UK
9027	Shine A Light	UK
9028	A Show Called Fred	UK
9029	Singles	UK
9030	Return to Lonesome Dove	US
9031	Sir Yellow	UK
9032	The Sky Larks	UK
9033	Slap! - Love, Lies And Lipstick	UK
9034	A Small Problem	UK
9035	A Soft Touch	UK
9036	Something In The City	UK
9037	Sometime, Never	UK
9038	Son Of Fred	UK
9039	Son Of The Bride	UK
9040	Sorry I'm Single	UK
9041	Sorry, I'm A Stranger Here Myself	UK
9042	Sounding Brass	UK
9043	South Of The Border	UK
9044	Spooner's Patch	UK
9045	Square Deal	UK
9046	The Squirrels	UK
9047	Struggle	UK
9048	Tales From The Lazy Acre	UK
9049	Tell It To The Marines	UK
9050	That's Your Funeral	UK
9051	There's A Lot Of It About	UK
9052	They Came From Somewhere Else	UK
9053	Three Rousing Tinkles	UK
9054	Thundercloud	UK
9055	The Tony Hancock Show	UK
9056	Troubles And Strife	UK
9057	Turn Out the Lights	UK
9058	Two Up, Two Down	UK
9059	Tygo Road	UK
9060	And So To Ted	UK
9061	The Perry Como Show	US
9062	According To Dora	UK
9063	Rockman EXE Beast Plus	JP
9064	Abracadigance	UK
9065	I Want That!	US
9066	Adam's Family Tree	UK
9067	After Hours (UK)	UK
9068	After That, This	UK
9069	Agent Z and the Penguin From Mars	UK
9070	Al Read Says What A Life!	UK
9071	Alan Young	UK
9072	Alexei Sayle's Merry-Go-Round	UK
9073	Alfred Marks Time	UK
9074	Alistair McGowan's Big Impression	UK
9075	All Change	UK
9076	All Square	UK
9077	An Audience With...	UK
9078	And Now The Good News	UK
9079	And So To Bentley	UK
9080	And There's More	UK
9081	Ant And Dec Unzipped	UK
9082	Anyone for Pennis?	UK
9083	Are Husbands Really Necessary?	UK
9084	Armstrong and Miller	UK
9085	Arthur And Phil Go Off...	UK
9086	As Good Cooks Go	UK
9087	Ask Mr Pastry	UK
9088	At Last...It's Mike Elliott	UK
9089	At The Eleventh Hour	UK
9090	At Your Service, Ltd	UK
9091	The Adam And Joe Show	UK
9092	The Adventures Of Aggie	UK
9093	The Adventures Of Brigadier Wellington-Bull	UK
9094	The Adventures Of Charlie Quick	UK
9095	The All New Alexei Sayle Show	UK
9096	The All New Harry Hill Show	UK
9097	The Allan Stewart Tapes	UK
9098	The Almost Complete History of the 20th Century	UK
9099	The Anthony Newley Show	UK
9100	Bad Boyes	UK
9101	Baker's Half-Dozen	UK
9102	Barmy Aunt Boomerang	UK
9103	Barry Humphries' Scandals	UK
9104	Bath-Night With Braden	UK
9105	Battle Of The Sexes	UK
9106	Baxter On...	UK
9107	Be Soon	UK
9108	Before The Fringe	UK
9109	Before Your Very Eyes	UK
9110	Behind The Bike Sheds	UK
9111	Ben Elton - The Man From Auntie	UK
9112	Ben Travers Farces	UK
9113	Beneath The News	UK
9114	Bernie	UK
9115	Beryl Reid Says Good Evening	UK
9116	Beside The Seaside	UK
9117	Beyond A Joke	UK
9118	Beyond Belief	UK
9119	Billy Bunter Of Greyfriars School	UK
9120	Billy Dainty, Esq.	UK
9121	Black And Blue	UK
9122	Blouse And Skirt	UK
9123	Bob Monkhouse On The Spot	UK
9124	Bobby Davro On The Box	UK
9125	Bobby Davro's TV Weekly	UK
9126	Bobby Davro: Rock With Laughter	UK
9127	Bonehead	UK
9128	Bonkers!	UK
9129	Bonny!	UK
9130	Bootle Saddles	UK
9131	Born And Bred (1978)	UK
9132	Boyce Goes West	UK
9133	Boyz Unlimited	UK
9134	Victory At Sea	US
9135	Bradley	UK
9136	Brian Conley - This Way Up	UK
9137	Bright's Boffins	UK
9138	Bruiser	UK
9139	Hellsing (US)	AJ
9140	Bud	UK
9141	But Seriously, It's Sheila Hancock	UK
9142	If You Lived Here, You'd Be Home By Now	US
9143	Mr. Nice Guy	US
9144	The Bagthorpe Saga	UK
9145	The Ben Elton Show	UK
9146	The Bernard Bresslaw Show	UK
9147	The Betty Driver Show	UK
9148	Pink Collar	US
9149	Angriest Man in Suburbia	US
9150	You've Reached the Elliotts	US
9151	Twenty Good Years (US)	US
9152	The Bob Monkhouse Hour	UK
9153	The Bob Monkhouse Show	UK
9154	The Boot Street Band	UK
9155	The Brian Conley Show	UK
9156	The Bronx Bunny Show	UK
9157	The Bruce Forsyth Show	UK
9158	The Bubblegum Brigade	UK
9159	The Bumblies	UK
9160	Cabaret (UK)	UK
9161	Cabaret At The Jongleurs	UK
9162	Cabbages And Kings	UK
9163	Call It What You Like	UK
9164	Call Me Sam	UK
9165	Andy Barker, P.I.	US
9166	Community Service	US
9167	He Said, She Said	US
9168	Cannon And Ball	UK
9169	Capstick Capers	UK
9170	Captain Moonlight - Man Of Mystery	UK
9171	Carrott Confidential	UK
9172	Carrott's Lib	UK
9173	Carry On Christmas	UK
9174	Casanova '73	UK
9175	Casting Off	UK
9176	Caught Napping	UK
9177	Caxton's Tales	UK
9178	Charge!	UK
9179	Charley's Grants	UK
9180	Charlie Chester On Laughter Service	UK
9181	Charlie Drake And Jack Edwardes	UK
9182	Charlie Drake In...	UK
9183	Charters And Caldicott	UK
9184	California Fever	US
9185	Call My Bluff (US)	US
9186	Calucci's Department	US
9187	Calvin and the Colonel	US
9188	Camera Three	US
9189	Camp Jim	US
9190	Can Do	US
9191	Can You Top This	US
9192	Candy Candy	JP
9193	Capital City	UK
9194	Captain Billy's Mississippi Music Hall	US
9195	Carla	UK
9196	The Carol Burnett Show (1991)	US
9197	Carson's Cellar	US
9198	Carol Vorderman's Better Homes	UK
9199	Chopsticks	UK
9200	Cilla's Comedy Six	UK
9201	Cilla's World Of Comedy	UK
9202	Clock On	UK
9203	Club Class	UK
9204	Club Night	UK
9205	Comedy Bandbox	UK
9206	Comedy Club (UK)	UK
9207	Comedy Nation	UK
9208	Comedy Tonight	US
9209	Comedy Wavelength	UK
9210	Comin' Atcha / In The House With Cleopatra	UK
9211	Cone Zone	UK
9212	Confidentially	UK
9213	Cool Head	UK
9214	Cool It	UK
9215	Cooper (UK)	UK
9216	Cooper (or Life With Tommy)	UK
9217	Cooper - Just Like That	UK
9218	Cooper's Capers	UK
9219	Cooper's Half Hour	UK
9220	Cooperama	UK
9221	Late Lunch	UK
9222	The Camomile Lawn	UK
9223	Melissa (1997)	UK
9224	Just So Stories	UK
9225	A Good Murder	UK
9226	Coping With...	UK
9227	Boy Meets Girls	UK
9228	Coppers And Co!	UK
9229	Copy Cats	UK
9230	Craig Goes Mad In Melbourne	UK
9231	Cribbins	UK
9232	Crowther's In Town	UK
9233	Cue Gary!	UK
9234	The Charlie Chester Show	UK
9235	The Charlie Drake Show	UK
9236	The Charlie Farnsbarns Show	UK
9237	The Coal Hole Club	UK
9238	The Comedians	UK
9239	The Comedy Network	UK
9240	The Comedy Store	UK
9241	The Complete Victor Borge	UK
9242	The Corbett Follies	UK
9243	The Crazy Gang	UK
9244	The Crowther Collection	UK
9245	The Cut Price Comedy Show	UK
9246	The Cyril Fletcher Show	UK
9247	Dare To Believe	UK
9248	Dave Allen	UK
9249	Dave Gorman's Important Astrological Experiment	UK
9250	Dave's Kingdom	UK
9251	Davro	UK
9252	Davro's Sketch Pad	UK
9253	Dawson And Friends	UK
9254	Dear Dotty	UK
9255	Dear Heart	UK
9256	Des	UK
9257	Des O'Connor Entertains	UK
9258	Des O'Connor On Stage	UK
9259	Dial RIX	UK
9260	Dickie Valentine	UK
9261	Dig This Rhubarb	UK
9262	Digance At Work	UK
9264	Dizzy Heights	UK
9265	Doctor Down Under	AU
9266	Dodd On His Todd	UK
9267	Doddy's Music Box	UK
9268	Don't Ask Us - We're New Here	UK
9269	Don't Do It, Dempsey!	UK
9270	Don't Look Now	UK
9271	Don't Spare The Horses	UK
9272	Don't Tell Father (1959)	UK
9273	Don't Worry	UK
9274	Double Cross (1956)	UK
9275	Double Six	UK
9276	Drake's Progress	UK
9277	The Dame Edna Experience!	UK
9278	The Dave Allen Show	UK
9279	The Dave King Show	UK
9280	The Dawson Watch	UK
9281	Andy's Gang	US
9282	The Des O'Connor Show	UK
9283	The Dickie Henderson Half-Hour	UK
9285	Here's Hollywood	US
9286	An Evening at Home with Bernard Braden and Barbara Kelly	UK
9287	An Evening With Francis Howerd	UK
9288	Early To Braden	UK
9289	Edinburgh Comedy	UK
9290	Elephant's Eggs In A Rhubarb Tree	UK
9291	Emery Presents	UK
9292	Eric Sykes Presents Peter Sellers	UK
9293	Ev (UK)	UK
9294	Evans Abode	UK
9295	The Eamonn Andrews Show	UK
9296	The End Of The Pier Show	UK
9297	The Entertainers (UK)	UK
9298	The Eric Barker Half-Hour	UK
9299	Archangel	UK
9300	The Estate Agents	UK
9301	Storyville	UK
9302	Extraordinary People	UK
9303	The Mark Steel Lectures	UK
9304	Ten Commandments	PL
9305	Lady Chatterley	UK
9306	1st Exposure	UK
9307	500 Bus Stops	UK
9308	Faces Of Jim	UK
9309	Family Affairs (1949)	UK
9310	FAQ U	UK
9311	Fast And Loose	UK
9312	Fast Forward (UK)	UK
9313	Five Alive	UK
9314	Flip	US
9315	Fo A Fe	UK
9316	Focus North	UK
9317	Follow That Dog	UK
9318	For 4 Tonight	UK
9319	Foreign Affairs (1966)	UK
9320	Frankie Howerd	UK
9321	Frankie Howerd Strikes Again	UK
9322	Frankie's On...	UK
9323	Frankly Howerd	UK
9324	Freddie Starr	UK
9325	Freddie Starr's Variety Madhouse	UK
9326	Friday Night Live	UK
9327	Friday Night With...	UK
9328	From The Top	UK
9329	Frost's Weekly	UK
9330	Fun At The Funeral Parlour	UK
9331	Funny Ha Ha	UK
9332	Funnybone	UK
9333	The Faith Brown Chat Show	UK
9334	The Ferguson Theory	UK
9335	The Fivepenny Piece Show	UK
9336	Stalky & Co	UK
9337	The Frankie Howerd Show	UK
9338	The Fred Emney Show	UK
9339	The Freddie Starr Show	UK
9340	The Funny Farm	UK
9341	The Funny Side	UK
9342	Galloping Galaxies!	UK
9343	Gas	UK
9344	Gayle's World	UK
9345	Get The Drift	UK
9346	Get Up, Stand Up	UK
9347	Giggly Bitz!	UK
9348	Girl Talk	UK
9349	Glas Y Dorlan	UK
9350	Go For It	UK
9351	Good Stuff Comedy	UK
9352	Goodbye Again	UK
9353	Graham's Gang	UK
9354	Grandad	UK
9355	Great Scott - It's Maynard!	UK
9356	Grubstreet	UK
9357	Gruey	UK
9358	Grumpy Old Men	UK
9359	The Galton & Simpson Comedy	UK
9360	The Galton & Simpson Playhouse	UK
9361	The George Martin Show	UK
9362	The Gordon Peters Show	UK
9363	The Graham Stark Show	UK
9364	The Gravy Train	UK
9365	The Gravy Train Goes East	UK
9366	The Great Detective	UK
9367	The Green Tie On The Little Yellow Dog	UK
9368	The Grumbleweeds Radio Show	UK
9369	Tak and the Power of JuJu	US
9370	Mr. Meaty	CA
9371	Ni Hao, Kai-lan	US
14617	Fanorama	UK
9373	El Tigre: The Adventures of Manny Rivera	US
9374	Thugaboo	US
9375	Just Jordan	US
9376	Best Student Council	JP
9377	A Series Of Bird's	UK
9378	Sam And Janet	UK
9379	Hancock's	UK
9380	Happy Endings (UK)	UK
9381	Happy Holidays	UK
9382	Hardwicke House	UK
9383	Harry's Mad	UK
9384	Haywire	UK
9385	Hello Mum	UK
9386	Hello, Good Afternoon, Welcome	UK
9387	Here's Harry	UK
9388	Here's Howard	UK
9389	Herlock And Sholmes	UK
9390	Silk, Satin, Cotton, Rags	UK
9391	Hey Brian!	UK
9392	Reggie Little At Large	UK
9393	High Hopes	UK
9394	Highland Fling	UK
9395	Hinge And Bracket	UK
9396	Hip Hip Who Ray	UK
9397	Kelly	UK
9398	Hogg's Back	UK
9399	Hold The Front Page	UK
9400	Headbangers Ball	US
37527	British Comedy Awards	UK
9402	Home Sweet Home	AU
9403	Honky Tonk Heroes	UK
9404	Hope And Keen	UK
9405	Hope And Keen's Crazy House	UK
9406	Horace	UK
9407	Horne A'plenty	UK
9408	How Do You View?	UK
9409	How To Be An Alien	UK
9410	How's Your Father	UK
9411	Hububb	UK
9412	Hudd	UK
9413	Hulbert Follies	UK
9414	The Handle Bar	UK
9415	The Handy Gang	UK
9416	The Happening	UK
9417	The Harry Secombe Show (1955)	UK
9418	The Harry Secombe Show (1968)	UK
9419	The Zig and Zag Show	UK
9420	Zig And Zag's Dirty Deeds	UK
9421	The Illustrated Weekly Hudd	UK
9422	The Incredible Adventures of Professor Branestawm	UK
9423	The Idiot Weekly, Price 2d	UK
9424	It's Young Again	UK
9425	It's Tarbuck!	UK
9426	It's Saturday Night	UK
9427	It's Not Me - It's Them!	UK
9428	It's Max Boyce	UK
9429	It's Marty	UK
9430	It's Magic	UK
9431	It's All In Life	UK
9432	Interference	UK
9433	It'll All Be Over In Half An Hour	UK
9434	In Bed With Medinner	UK
9435	I'm Not Bothered	UK
9436	The 2006 Commonwealth Games (AU)	AU
9437	I'm Bob, He's Dickie	UK
9438	The Howerd Crowd	UK
9439	Xerxes	SE
9440	24 Carrott Gold	UK
9441	The Howerd Confessions	UK
9442	The Hope And Keen Scene	UK
9443	Suburban Shootout	UK
9444	The Strange World Of Gurney Slade	UK
9445	Sykes And A...	UK
9446	Sheep's Clothing	UK
9447	Sadie, It's Cold Outside	UK
9448	Ours Is A Nice House	UK
9449	Bincho-tan	JP
9450	The Big O (JP)	JP
9451	A Little Bit Of Wisdom	UK
9452	Lance At Large	UK
9453	Let's Laugh	UK
9454	Life And Al Read	UK
9455	Lil	UK
9456	The Young Lady From London	UK
9457	Y Garej	UK
9458	Jack Dee's Full Mountie	UK
9459	Joan And Leslie / Leslie Randall Entertains	UK
9460	Jack Dee's Happy Hour	UK
9461	Jack Dee's Sunday Service	UK
9462	Jackson Pace: The Great Years	UK
9463	Janet And Company	UK
9464	Perfect Disaster	US
9467	Jennings At School	UK
9468	Scott On...	UK
9469	Secombe Here!	UK
9470	Jim Tavaré Pictures Presents...	UK
9471	Jimmy Logan	UK
9472	Jo Brand: Like It Or Lump It	UK
9473	John Sessions On The Spot	UK
9474	F.D.R.	US
9475	Fair Game	UK
9476	Secombe And Friends	UK
9477	Fair Exchange	US
9478	Fall of Eagles	UK
9480	Fame is the Spur	UK
9481	Fame For 15	US
9482	Families	UK
9483	Strictly T-T	UK
9484	La Tormenta	CO
9485	Senda Prohibida	MX
9486	Fame, Fortune, and Romance	US
9487	Celebrity Scissorhands	UK
9488	John Sessions's Likely Stories	UK
9489	John Sessions's Tall Tales	UK
9490	Join Jim Dale	UK
9491	Josie	UK
9492	Jossy's Giants	UK
9493	Joyce Grenfell	UK
9494	Just For Laughs (1987)	UK
9495	Just William (1977)	UK
9496	Just William (1994)	UK
9497	The Jack Dee Show	UK
9498	The Jewel And Warriss Scrapbook	UK
9499	The Jewel And Warriss Show	UK
9500	The Jill Day Show	UK
9501	The Jim Davidson Show	UK
9502	The Jim Tavaré Show	UK
9503	The Jimmy Logan Show	UK
9504	The Jimmy Tarbuck Show	UK
9505	The Jimmy Wheeler Show	UK
9506	The Joe Baker Show	UK
9507	The Joe Longthorne Show	UK
9508	The Joke Machine	UK
9509	A Kick Up The Eighties	UK
9510	Monster Warriors	CA
9511	Kappatoo	UK
9512	Karen Kay	UK
9513	Kate And Ted's Show	UK
9514	Keep It In The Family (1971)	UK
9515	Kelly Monteith	UK
9516	Kelly's Eye	UK
9517	Kept In	UK
9518	Kindly Leave The Stage	UK
9519	Klinik!	UK
9520	Knees-up	UK
14566	Garasu no kamen	JP
9522	Krankies Television	UK
9523	The Kate Robbins Show	UK
9524	The Ken Dodd Laughter Show	UK
9525	The Kenneth Williams Show	UK
9526	The Kenny Everett Explosion	UK
9527	The Kids From 47A	UK
9528	The Krankies Elektronik Komik	UK
9529	The Krankies Klub	UK
9530	A Life In Pieces	UK
9531	Larry Grayson	UK
9532	Laugh??? I Nearly Paid My Licence Fee	UK
9533	Fantastic Four	US
9534	Leave It To Pastry	UK
9535	Lennie And Jerry	UK
9536	Let's Parlez Franglais	UK
9537	Let's Stay Home	UK
9538	Life With Cooper	UK
9539	Lift Off! With Coppers And Co!	UK
9540	Lily Live!	UK
9541	The Little And Large Show	UK
9542	Live At Jongleurs	UK
9543	Live Floor Show	UK
9544	Living It Up	UK
9545	London Underground	UK
9546	Look At It This Way	UK
9547	Look - Mike Yarwood!	UK
9548	Lord Tramp	UK
9549	Lost In France	UK
9550	Lucky Bag	UK
9551	Luna	UK
9552	The Lance Percival Show	UK
9553	The Culture Show	UK
9554	Hollywood UK	UK
9555	The Late Edition	UK
9556	Newsnight Review	UK
9557	The Late Show	AU
9558	The Laughter Show	UK
9559	The Leeds series	UK
9560	The Les Dawson Show	UK
9561	The Les Dennis Laughter Show	UK
9562	The Leslie Crowther Show	UK
9563	The Lily Savage Show	UK
9564	The Little And Large Tellyshow	UK
9565	The Long Johns	UK
15033	Yamato Nadeshiko Shichi Henge	JP
9567	Eating With...	UK
9568	It's Not Easy Being Green	UK
9569	The Amazing Mrs Pritchard	UK
9570	Cinematech: Nocturnal Emissions	US
9571	Mainly Millicent	UK
9572	Sea Monsters: A Walking with Dinosaurs Trilogy	UK
9573	Mel-O-Toons	US
9574	TX	UK
9575	The Stanley Baxter Show	UK
9576	Summer's Here	UK
9577	Tall Stories	UK
9578	Tarbuck's Back	UK
9579	That Show	UK
9580	The Two Charleys	UK
9581	Hi no Tori	JP
9582	Q...	UK
9583	Vic's Grill	UK
9584	Turn It Up!	UK
9585	Tracey And Me	UK
9586	It's Tommy Cooper	UK
9587	The Lighter Side	UK
9588	Richard Hearne As Mr Pastry	UK
9589	Round The Bend	UK
9590	Tres Mujeres	MX
9591	Connections	UK
9592	Making Faces	UK
9593	Making Whoopee	UK
9594	Marlene Marlowe Investigates	UK
9595	Marti	UK
9596	Marty Back Together Again	UK
9597	Max	UK
9598	Max Boyce	UK
9599	Max Boyce And Friends	UK
9600	Max Bygraves	UK
9601	Max Bygraves - Side By Side	UK
9602	Max Bygraves At The Royalty	UK
9603	Metal Mickey	UK
9604	MH & 5p	UK
9605	Michael Bentine Time	UK
9606	Mick And Mac	UK
9607	Mick And Montmorency / Jobstoppers	UK
9608	Middlemen	UK
9609	Mike And Bernie	UK
9610	Mike And Bernie's Music Hall	UK
9611	Mike And Bernie's Scene	UK
9612	Mike And Bernie's Show	UK
9613	Mike Harding In Belfast	UK
9614	Mike Reid's Mates And Music	UK
9615	Mike Yarwood In Persons	UK
9616	Mild And Bitter	UK
9617	Milligan In...	UK
9618	The Trouble With...	UK
9619	Milligan's Wake	UK
9620	Mind Your Manners	UK
9621	Monster Café	UK
9622	Moody In...	UK
9623	Mooney And Magee	UK
9624	The Marty Feldman Comedy Machine	UK
9625	The Mary Whitehouse Experience	UK
9626	The Mark Thomas Comedy Product	UK
9627	Morris Minor's Marvellous Motors	UK
9628	Mostly Maynard	UK
9629	Mr Justice Duncannon	UK
9630	Mr Little At Large	UK
9631	Mr Majeika	UK
9632	My Dead Dad	UK
9633	My Husband And I (1956)	UK
9634	My Life as a Popat	UK
9635	My Man Joe	UK
9636	My Pal Bob	UK
9637	My Wife And I	UK
9638	My Wife Jacqueline	UK
9639	My Wife's Sister / Our Dora	UK
9640	The Main Attraction	UK
9641	The Mad Death	UK
9642	The Marti Caine Show	UK
9643	The Mating Machine	UK
9644	A Dorothy L Sayers Mystery	UK
9645	The Max Wall Show	UK
9646	The Mike And Bernie Show	UK
9647	The Mike Harding Show	UK
9648	The Mike Reid Show	UK
9649	The Molly Wopsies	UK
9650	The Morwenna Banks Show	UK
9651	The Most Likely Girl	UK
9652	The Mrs Merton Show	UK
9653	Tanoshii Moomin Ikka	JP
9654	The Hades Factor	US
9655	Noble and Silver: Get Off Me!	UK
9656	N.U.T.S.	UK
9657	Naked Video	UK
9658	New Look	UK
9659	Nathaniel Titlark	UK
9660	News At Twelve	UK
9661	Nice Time	UK
9662	Night Beat News	UK
9663	No Strings (1989)	UK
9664	No Sweat	UK
9665	Nobody Does It Like Marti	UK
9666	Nobody Is Norman Wisdom	UK
9667	Norman	UK
9668	Not So Much A Programme More A Way Of Life	UK
9669	Now - Something Else	UK
9670	The National Theatre Of Brent Presents...	UK
9671	The New Statesman (1984)	UK
9672	The Norman Evans Show	UK
9673	The Norman Vaughan Show	UK
9674	The Norman Wisdom Show	UK
9675	O.T.T.	UK
9676	Off Beat...	UK
9677	Oh In Colour	UK
9678	On The Bright Side	UK
9679	On The Margin	UK
9680	On The Rocks	UK
9681	On With The Show	UK
9682	Gambit	US
9683	One Night In Lincoln	UK
9684	Game Show Moments Gone Bananas	US
9685	One-Upmanship	UK
9686	Games People Play	US
9687	Only An Excuse	UK
9688	Games World	UK
9689	Ooh La La!	UK
9690	The Galaxy Goof-Ups	US
9691	The Gangster Chronicles	US
9692	Gardens of the World	US
9693	Gangsters	UK
9694	Gardens Through Time	UK
12149	Tuesday Night Book Club	US
9696	Our Kid	UK
9697	Mi destino eres tú	MX
9698	Paging You	UK
9699	Percy Ponsonby...	UK
9700	Pinwright's Progress	UK
9701	Por un beso	MX
9702	Ginga Nagareboshi Gin	JP
9703	Temptation 2006	AU
9704	The 2006 Commonwealth Games (UK)	AU
9705	2006 Winter Olympics Roundup	IT
9706	The Dream	AU
9707	The Dream In Athens	AU
9708	Battle B'Daman (AU)	AU
9709	Tusenbröder	SE
9710	Palace Hill	UK
9711	Pallas	UK
9712	Paradise Island	UK
9713	Paramount City	UK
9714	Pardon My Genie	UK
9715	Parent-craft	UK
9716	Patter Merchants	UK
9717	Paul Merton - The Series	UK
9718	Paul Squire, Esq	UK
9719	Pauline's Quirkes	UK
9720	People Like Us (1957)	UK
9721	Personal Appearance	UK
9722	Pet Pals	UK
9723	Peter Cavanagh	UK
9724	Peter's Troubles	UK
9725	Phil Cool	UK
9726	Phil Kay Feels...	UK
9727	Pickersgill People	UK
9728	Pigsty	UK
9729	Pirates	UK
9730	Planet Mirth	UK
9731	Playing For Real	UK
9732	Plum's Plots And Plans	UK
9733	The 2006 Commonwealth Games Highlights	AU
9734	Polterguests	UK
9735	Pookiesnackenburger In...	UK
9736	Potter's Picture Palace	UK
9737	PS It's Paul Squire	UK
9738	Psst!	UK
9739	Pulp Video	UK
9740	Pyjamarama	UK
9741	The Pall Bearer's Revue	UK
9742	The Pink Medicine Show	UK
9743	The Punch Review	UK
9744	The Murdoch Mysteries	CA
9745	Blood Ties	CA
9746	Across the River to Motor City	CA
9747	A Touch Of The Norman Vaughans	UK
9748	Tarbuck At The Prince Of Wales	UK
9749	Tarbuck - And All That!	UK
9750	Tarbuck's Luck	UK
9751	Television's Christmas Party	UK
9752	Tell Tarby	UK
9753	Tess And Jim	UK
9754	That's Life, Says Max Wall	UK
9755	The Ted Ray Show	UK
9756	The Tommy Cooper Hour	UK
9758	Thirty Minutes Worth	UK
9759	Those Two Fellers	UK
9760	Together Again	UK
9761	Tom O'Connor (1984)	UK
9762	Twice A Fortnight	UK
9763	Trinder Box	UK
9764	Took And Co	UK
9765	Radio Roo	UK
9766	El Manantial	MX
9767	Raise Your Glasses	UK
9768	Re-Turn It Up!	UK
9769	Reg Varney	UK
9770	Revolting Women	UK
